Scrip Name,Buy Date,Buy Quantity,Buy Price,Buy Amount,Sell date,Sell Quantity,Sell Price,Sell Amount,Current Price,Current Amount,Realized P/L,Realised P/L (%),Unrealized P/L,Unrealised P/L (%)
HDFC BANK LTD.,08/04/2022,1,1504,1504,07/07/2022,1,1396,1396,--,--,-108,-7.18%,--,--
